/user/alexander/philosophy/philosopher/interests	[0.21209524032575247, 0.213864065850101, 0.00018005697641909076, -0.2119151818758284, -1.9205585036558796e-08, -0.00018029977874840024, 2.4066676183360085e-06, 1.7592678054367962e-08, 2.4081411406545744e-06, 0.018682561528636895, -0.00017985541495716109, -0.01868520604459376, 0.21032647247028674, -1.7576488882524916e-08, 0.018685207859652497, -0.0017690477812650335, -2.046820245311459e-07, 0.01868520621438807, 0.23077781943266976, -1.922354477728846e-08, 0.018685431593849614, -2.6095329487442877e-06, 0.001768785435500774, -2.2227491280407082e-07, 0.21032382449574075, -0.0017688061471617118, -0.018687834969144224, 0.018684985600771076, 2.85282657564595e-06, 2.647974547927035e-06, 0.0017687854337108256, 0.0017688063007847122, -1.6981032357511357e-10, -0.0017688062845953284, 0.0017714350571044074, -0.21191803288888791, 0.0001800776898522458, 2.6880238180592847e-05, -0.21386428975407343, 0.01868496637919464, -2.6677199667486747e-05, 0.00018005843550884283, -0.21206837766760694, -0.018712088096097607, 0.00018005682279797436, -0.00017985556858151526, 0.018712087942457052, 0.1934369319258427, 0.19358990547550708, -0.001795686367396657, -0.01886530475508996, -0.2307804673927815, 0.018505350799431133, -0.1934100725566834, -0.018865283888033813, -0.0017688238934625898, -0.018687855835797546, 0.0019488838044255015, 0.0019462568650103122, 0.018684983957454035, -0.23060040914308122, 2.6899440219440736e-05, -0.001768584211907831, 2.6287564933214238e-06, 0.01868520621438979, 0.00018007765747406695, -0.21209240836642737, -0.0017954644483161833, 0.2122729308807261, 0.21032887913574427, 1.6452836422446832e-09, 0.21209788828744533, -1.6453011732125533e-09, 0.0001798568904460916, -0.00017985376967331868, -0.018682801380038982, -2.2225693402534585e-07, 0.0017419260626037425, -0.0017688255387445367, -0.001769030204774444, -0.01850490792907446, -0.018658325977804608, 2.6303998120588815e-06, 0.001771657314038433, 0.2119180136651678, -0.018684985584968963, 0.018505130186008686, 1.813323467575089e-09, 0.21209285286745805, 0.018685209488764475, -0.018685187008804942, -0.21209790735580705, 0.21209525955106953, -2.6289081512402274e-06, -0.0017687870772414654, 0.001771435225352697, -0.016916179300165122, 0.020634072596157765, 0.01868543011818362, 0.0017688255243275821]
/cvg/game_character/games./cvg/game_performance/game	[0.00015087707296438185, 0.0001508770876126745, -0.00014952274288148308, -0.19861353926485978, 0.020350509832049012, -0.1984640166846624, 0.0015636302315018454, -0.020368085844386572, 0.19846404391037678, 0.018650704722762024, -0.19690027761481213, -0.19861628895609465, -1.3662604941975225e-13, -0.0018670248063556842, -0.00015087708761399754, -0.1986135530412169, -0.020367963227291026, 0.0017160251201677463, 0.001714522424152727, 0.02036820859113704, -1.8959207262448533e-05, -0.0017173794780768244, 0.0017146435471938784, 1.7454886481860943e-05, -0.0016996792277501384, -1.6209677530237528e-05, 1.7564022235728883e-05, -0.020367963228349703, -0.19876568895118357, 0.1987658133399958, 0.0017160115053119326, 1.3663173459152065e-06, -0.018669652121538448, 0.00015225849668085094, -0.00015101330104383957, 0.19689753988036082, -0.1968799638988123, -0.00015087708747604846, -0.02036671786895699, 0.020215827154355066, -0.02051897654419169, -1.3613510545313862e-08, 0.00015089070113481846, -0.00015076826392545977, 0.19859734352639657, 0.001717379299400492, 0.020350509996227922, 0.0205188537670753, -0.020366719496523765, 0.0017335891264097158, -0.00015076975677120154, -0.0017145210953337022, -0.19863386657852491, -0.02036671786894397, 0.0017161339571707859, 0.00015076826392554796, -0.21726848423939732, -0.0017146435485535126, 0.00171476614578106, -1.3815716298125453e-06, 0.02036808566569722, -0.0015637528300772188, -1.3613523467015758e-08, 1.2260003153470456e-07, -0.0017160113585955226, 0.020217181513734528, 0.001714766311143894, -0.022084097333829995, -0.1984626487278883, 0.0017146433846337967, 0.19689890950865957, -0.19689890786912048, 0.0001495245466239789, -1.6263712663081382e-09, 1.770041435725063e-05, -0.0001521360446851733, 0.00015089053844044825, -0.020519099129436787, 0.020367964706671, 0.0017158889054029998, -0.1986162753585777, -0.018652074323082326, -1.894559372749311e-05, 0.1987658117005961, -0.00015076810257368966, -1.6268411664232343e-10, -0.19863237604851502, -0.20031323227029804, -0.020366719511172145, -1.7591263807008656e-05, -0.1986162873312053, 0.19846404389571434, 0.0001507697407776627, -0.0017146435472068992, 0.19689889587915418, 0.19863114430516074, 0.0017158889053912909, -0.018652196775090935, 0.19861492099798955, -0.02223635597828614]
/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	[-0.015986518752712064, -0.1724205355461297, -1.2663737402418093e-11, -1.1919320153503146e-08, -0.01598522744609561, -0.016003262042664064, -0.17242053677360455, -0.15643376560799938, 0.17241912106227839, -0.17382139108550226, -1.1933351298892666e-08, -0.172421951228025, 0.0015606688783089, 0.015986517522514718, 0.0014008425477393567, 0.15643529630505448, -0.1884071799042152, -0.015986644344180942, -0.17226072221998504, -0.17242040873860992, -1.3874223861412774e-07, 0.17243728005076625, 1.148726643026008e-07, 0.01598665613902122, -0.016001846345115527, -0.17240250580746314, 1.4037499113815751e-06, 1.2148100088298375e-09, 0.001562096353663947, 0.1724219512281642, 0.18840718096251108, 0.18842226704526455, -1.415669103395016e-06, -0.014424547847893316, 1.268075337855786e-07, -0.18840859680104852, -1.268088886360693e-07, -1.6616483671569563e-05, -0.015970029075067428, 0.1724203980173348, 0.0015622233038075435, 0.18838914879557683, 0.0017234654598580464, -0.0015620845614435553, -0.0015621082897603895, -0.0001612421563152154, 0.1564186928160043, 0.00172333879346651, 0.015988186977335256, 1.3008104589150013e-06, -0.1724205488355219, -0.001724879928322041, 0.00016111656471954594, 0.0017233386522228725, 0.0015620833466322352, 0.17242065163237721, 0.0015608195552650151, -1.4277450659403266e-06, -0.0015454800125019963, 0.00016136896507707054, 0.18840859557209186, 1.6628418401809815e-05, -0.016003134020204906, -0.0015456056051864064, 0.001724754335612353, -0.01598664420306424, 0.1724371532418777, 0.17240533717410375, -0.015826829948330318, -0.016147886512906495, -1.4156832626708966e-06, 0.15643390435022414, 0.00015982647292706528, 0.0001612420150717024, -0.015986771165619286, 0.0015454800109964751, -0.17241924788395857, -0.00016124336963233701, 0.17225929458922706, -0.17242195244271086, 1.6604534910528488e-05, 0.1724358643688712, 0.17258190450859853, 1.661649770161426e-05, 0.1739840489403648, 0.0159865175351657, 0.0015619577552912667, -1.6627217596347836e-05, 0.001724881143133476, -0.001545605605199165, -0.015986644344067005, -1.415669231525507e-06, -0.015986632423366696, -0.0017248812843768835, -0.016147886655264267, -0.1724205486803879, -0.0017233374515567394, 1.6616638946342817e-05, -1.6616483659146067e-05, 0.17103488336250713]
/people/person/children	[-0.15699386082630942, -0.001471977456307347, -0.0154402518690943, -0.0014719555399899816, 0.15687465445299467, -0.016913284026491934, -1.2219132177858957e-07, 0.00012028096867611719, -1.0497936513797504e-05, -0.15835710903691486, -0.00011921642890058004, -0.01704193263112084, -0.1568746544669367, 0.15687465445299467, -1.0486977758853672e-05, 0.0001181407146916476, 1.0486877141114656e-05, -0.15687464460161057, 0.1567553159349508, -1.0217572225086649e-10, 0.15540162430353405, -0.0014824534779266008, -0.015569967338971492, 0.00012028218800240878, 1.04869917143456e-05, -0.17085345091526496, 1.0488096316151913e-05, -0.14301508637105692, 0.00011920427730762857, -0.0014835180304036358, -0.0014824545826795483, 0.15699387188571168, 0.15699492558159617, -0.15688514253953106, -0.15700422572886594, 1.062012785023215e-05, 0.016922717307127005, 0.15687464460161057, 0.00011921622469900527, 0.015450750910222053, 0.15686403432653756, -1.0630983218191171e-05, -0.15687572131839383, 0.156994936540367, -0.01692272835382799, 0.15686403543113936, -1.049783450391598e-05, 1.0476034307184234e-05, -0.15540282331212024, -0.1568746566649791, 0.0014604148524072914, 0.1414228399942633, 1.2219118263748836e-07, -0.01556983408824744, 0.01533153458365229, -0.0014719555539454822, -0.014098011797420889, 0.01533153448006868, 0.0015901181706940563, -0.0014719664848497906, 0.015342010503248574, -0.01533152362752894, -0.1568735909029423, -1.0646560459882088e-06, -0.01556997819430973, -1.0647580853385955e-06, -1.1046151474161588e-09, -0.15676578211787268, -1.2219133776701503e-07, 0.015331545553426446, -0.0014614795196262718, -1.0755086139872859e-06, -0.1569938718857266, -0.17231598404253778, -0.0014604137603704108, 0.1569938718857265, -0.15686416978661347, 1.1059402273626947e-08, 0.15688514264001258, -0.00011921632672342963, -0.00012029304337024588, -0.1568641796392411, -0.1584647736278075, 0.01691329508448618, 0.00011921532399516782, -0.15699373872446354, 0.15687478870768895, -0.01544026393246441, -0.015461248846751987, 0.15541318809995092, -0.17220605709581488, 0.17220617908323843, -0.016923780857028232, -0.15822727147774082, -1.0536974140403024e-06, -0.15687464461417416, -0.155403753816906, -0.00011921743133858576, 0.00011921632672464009, -0.15699387188555913]
/base/americancomedy/comedy_group_member/belongs_to./base/americancomedy/comedy_group_membership/group	[0.18096660583397772, 0.18078927184109003, 0.0019181042928538591, -1.4691857812582733e-08, 0.18076856440183156, -0.19671155197130655, -0.01592244137404217, -0.18077033742693585, 0.016120484237235937, 0.0019184296552989246, 0.01572440137303517, 0.0018975741087024023, -0.00019802661475864082, 2.099819865276057e-06, 2.070899464871278e-05, -0.015922280117691878, -0.16484613628850814, -0.015922280129048706, 0.00019997856344528025, 0.19688904864003273, 1.4691847818050301e-08, 0.0019389743078761566, -0.015924217261424522, -2.0707450605147976e-05, -0.19688888454216735, -0.00019592705495455055, 0.18074784225830198, -0.0019184443472581374, 0.18057068422506056, -2.2496577069416543e-05, 0.015922278697899608, 0.001897558120248037, -0.00019805612282579698, 0.00019820566249099543, -1.937009301477103e-06, -0.01592421869255341, -2.0707440325048874e-05, -2.087168320575224e-05, -0.18266612252216888, -0.1807875120664144, -0.016120500360223822, 0.19669082983903236, 0.19669100708276038, -1.7736788898350718e-07, 0.00191826696790096, 0.001916331154856188, -0.18056858597204384, 1.3384960108101625e-08, 0.015722464241827362, -0.16484612148375574, 1.063675138334949e-15, 0.015922281435834938, 0.001920204101373394, 0.015922280253309985, -0.015922278698012056, -1.555390279204162e-09, -0.16484418433992182, 1.4798427490921342e-07, 0.015924202568488914, 0.00019802686337153124, -2.0707430043785752e-05, -2.0708872541706922e-05, 0.1807478570857578, 0.18076854970996373, -1.0149066367094032e-13, -0.0019368893029420781, -0.01594282490459772, 0.0019202188035112155, -0.00019787863167086329, -2.0720712399522174e-05, 0.18076856297069246, 2.0708871464053487e-05, 0.015922278573758553, 0.1964928029746856, -0.00019802675154349057, -0.00019787863155936805, 0.0001980415562969325, -0.18076855101687136, 0.0019181044295395462, -0.0019182669689864905, -0.015901572564482297, -0.0001980267401868619, -1.6124489227669474e-07, -0.015920328293459414, 0.015922442680941052, 0.015726161126165195, 1.950391906638553e-06, 1.937256626999506e-06, -0.17885029742139588, 0.01570546837769788, -0.16484628569256524, -1.93700802316035e-06, 0.015901572812984856, -1.4567596533422559e-08, -0.1807668046260896, -0.18076872695381427, -0.17885239721756124, 0.18077050154556515, -0.18268474627785716, 0.18077066421023863]
/computer/operating_system/includes_os_versions	[-0.1730380159975536, 0.00207763581137895, 1.744304413488145e-06, -0.0022619037285649367, 0.01947660528796025, 0.0001839907665210075, -0.019643971176797632, -0.17303817621047082, 0.1732218598966685, -1.8519010119842847e-05, -0.1925163881917368, -0.01984632274216237, 0.002260158379291201, 1.866788159461063e-05, 0.1906228920100562, -0.0020760300830666187, -1.0295978357015405e-08, -0.01947850970736122, 1.9045173859793605e-06, -0.0001839692193902783, -1.8531226316366844e-05, -1.3752963767045376e-07, -9.870855482745006e-11, 0.0020777855399094513, -1.7443035491362264e-06, 0.19269877323079512, -0.0020777856386920614, -0.019662341323081766, 0.1925165370630782, 0.01966249027661895, 0.01966247893431711, -0.19270212516636973, -0.002077625605825712, -0.1927003798984992, 1.7565107386453426e-06, -1.8508714214813955e-05, -1.2118213024396344e-08, -0.19251638818429803, -1.134242717746102e-08, 0.19269862435123708, 0.0020575101251381453, 0.19269877322257103, 0.019643970310533804, -0.19251479370806104, 0.0002007551696801959, 0.19251638722754258, 0.019664244785002838, -0.01964395993229372, -9.551734268335455e-10, -1.7442048406455811e-06, 0.19062275439217297, -0.00207951774255668, -0.1929030067118023, -0.019662626849633845, 0.0020594042560533217, 0.00018412943315946275, 1.8669875651909313e-05, -0.19251653609895703, 1.488721990635197e-07, -1.8531217302783988e-05, -0.1926820089024712, 0.01984661943924729, 0.002261743606005188, -0.19271744310572203, -1.4887950434177048e-07, -0.0001839804795570998, 0.019662501528560913, 1.116146405376596e-08, 0.17511581202264814, -0.1906042231651316, 0.19064125185371422, -0.0020795299421737315, -0.00020249014157240364, -2.0252070082336366e-05, -1.852005742077781e-05, -2.0275512695297632e-05, 1.6066019620532986e-06, 0.19251652675887576, -0.0001841180002463537, -0.0018937938247968657, -0.0020776255152737586, 0.019662501438082226, 0.019662490186266444, -0.019662490186984224, -0.00018396922754031152, -0.17303802829675016, 0.19288464695855698, -2.0264269042718447e-05, 0.019660745890807043, 0.173039771643604, 1.8530253905985118e-05, -1.7443028249260658e-06, -0.0020760189298315848, -0.19251479179527448, -0.0018939438412956062, -0.00018399173143238782, 0.019643833548324486, -0.00018396921945696356, -0.19062259426815825, 0.00018412848541834136]
/education/educational_institution/school_type	[-0.014387921202916397, 0.0012880038792083598, 0.1805977692995596, -1.0107188509119278e-12, -0.01438806161984488, -0.18188576151658561, 1.779660424312488e-05, -0.19627368162673225, -1.0578056194602516e-08, 0.013117573511858514, -0.014387920003556874, 0.014386327885723743, -0.18188563156044638, -0.015675782465033726, -0.18186809246885885, 0.00013408773425844972, 0.013101369235445, -0.1818857604228908, 0.01452186741490707, 0.1831559547308642, 1.1662172484435903e-08, -0.16621130208930765, -0.18186796372371236, 0.014253832269200607, -0.0001340760838282821, -0.00013261370050604232, -1.4751276530037506e-06, 0.014386457735490205, 0.18188576151659555, 1.7796604341032462e-05, -1.7808382496958107e-05, 0.0012863978083789153, 1.463476929093205e-06, -0.19640630589366115, 0.18175167268863462, -0.00013409951167306643, -0.014387921201797835, -0.18188576031732295, 0.18188428528471653, 0.014387919015408876, -0.014389371915390492, 0.00013262425742605248, -0.014387780785901083, -0.0012880027854924117, 0.0012865382243836213, 0.015674330681947762, 0.16878583154266855, -1.4634653827126984e-06, -0.16749782864201734, 0.1949871295528758, 0.00013395788376272352, -0.015693719603396654, 0.1817531244831692, -0.013099905663580304, -0.01452200794902687, -0.1818843086176381, 0.18188722399485435, 0.18175180155005838, 0.00013408772272202453, -0.18175168435070907, -1.0621453213350359e-11, -0.013101380801561119, -0.013099927787541763, -0.18059788639428698, 0.00013277624157939134, 0.014520544377065599, -1.4041701530379144e-07, -0.18175167159595165, -0.1831560952534496, 0.18175182477722623, -0.01308212061585271, -0.0012880027844706166, -1.765520020066672e-05, -0.015674319115732374, -0.0001327657786696629, -0.001286387134256713, -0.00013394720125734207, 0.014405715714588523, -0.18188442581792227, -0.0012880016907658557, -0.19627514400903268, -0.014387920225294136, -0.1831559666031417, 0.0012880027844707177, -0.00013248494464017605, -0.014389383681174059, -0.0013057994942938988, 0.014387779692097194, -0.001287861283351432, -0.014386455654562456, 1.4635720603193282e-06, -1.2875484406124814e-07, -0.16621128933455145, 0.0143879095416679, -0.014389523991511746, 0.014389383575518135, -0.00013408773333344165, 0.014386444992280286, 0.0012879911339549403, 0.0012865381188146311]
/organization/organization/product_of_merger./organization/organization_merger/organizations_merging	[0.00012385749712496, -0.17035413034813812, 0.1690244034652838, 0.00012385749791570794, 0.0001238556243828505, 0.014843787372534367, 0.16880053627789005, 0.16746849905831643, -0.014980219806161942, 0.0001238564157581451, 0.16759346095052483, 0.014843779050501516, 0.16903464994721032, -0.16903577266434935, -0.001442401877311713, -1.2484958748117282e-05, 0.0014435184375984004, 0.16746961363822283, -0.014955141588140021, -0.014956274500185076, -0.014966520075597059, -0.014968751225082441, -0.0013173323683807773, 0.01495627459681385, 9.224736405275794e-12, 0.0013173323768832703, -0.15394429066793172, 0.014956265290883, -0.00012507870815040055, -0.016410037536885302, -0.0014422032008015945, -0.1853331271579995, 9.209302038189875e-09, 0.1689119171282802, 0.16891201650022927, -0.16892217280112784, -0.15395565272546174, -0.0001239558944063759, 0.16746971303033756, 0.1690358638141678, -0.16891191712828624, 0.014967635659573592, 0.16878795201542157, -9.938209465515858e-08, -0.1689119170408188, -0.015080121899948971, 0.001453673849585711, 0.17035422060826008, -0.014967725832291553, 1.1379384666106228e-05, 0.00012497119985130115, -0.00011247703101081031, 0.01351396190667255, 0.013525332178733428, 0.014978906541106314, -0.013524217589529135, -9.017193376753485e-08, -0.0014434181667971322, -5.579014510999626e-15, -0.1687995384945438, 0.1690244033686048, 0.16903688823072407, -0.014956266372978078, 0.16891191810460243, -0.00011248525563631854, -0.014956265378219378, -0.01496753627747239, 0.16891191712828624, 0.0014423033834197498, 1.1370368752589158e-05, -1.1136044540727685e-06, 1.1238093116441952e-06, -0.16903577354397534, 0.013525332276215886, -0.1838796521698733, -0.01496773504158712, -0.16903587302190196, 0.014966511869563227, 0.16878796123388587, -0.014957280605488666, 0.0014422133080405797, -0.00011247712777108138, -0.001318456167746914, -4.6882474882349804e-17, 0.16891190782229243, -0.00012496189385136433, 9.016343121814915e-08, -0.013536702450795272, 0.1540692535558326, 0.016533893952562276, 0.16890054694369136, 0.16891182695477147, 0.0014410895072314851, 0.16748098381438928, 1.137948215419023e-05, 0.0015661683143813855, -0.16903698761189698, 9.939046005455225e-08, -0.00012395589354154425, -0.014967643874962718]
/government/legislative_session/members./government/government_position_held/office_position_or_title	[-0.0014175468617307902, -1.2728831305420647e-05, 0.0001382455477345067, -1.379807146710913e-05, -0.001418614425377593, 0.014701630449349709, 9.669909824773198e-09, -0.014840834757914896, -0.15844425622284516, 0.0014187144035388989, 0.15845910335681468, 0.01626062638685591, 0.014839875240659366, 0.00013836411763919873, -0.1584591032733952, -0.17328530867671074, -0.014842021547822859, -0.17189427980136593, 0.15845814468601946, -8.300787780776141e-10, 0.00013932278804331685, -0.014842011961207375, -0.15847289092013872, -1.3896456569262225e-05, -0.00013932286328287383, -0.014701620779441002, -0.0148420127997238, -0.1583198895533909, -0.0014058864327328195, -0.0014058855942189544, 0.1733127757457041, -1.3778815224826348e-05, 1.2611106533118014e-05, 0.15973837658420798, 0.17329898902223392, -1.3887623464827577e-05, 0.15844530528506587, 0.014840954067460862, 1.176456779957368e-06, -0.0001382544612196239, -0.15844425537611667, -0.15845911302661386, 0.001418604763793369, 9.586479671009754e-09, -1.4689633863432257e-13, -0.014702817331000187, 0.1584580357930318, 9.669911109016639e-09, -0.14503569615912976, -0.1585952306017396, 0.0014058760077274878, -0.1584579348930252, -0.14375640450515628, -0.15986285223022695, 0.15717757492902606, 0.0014186056689768673, 0.15847075579255127, -0.17329909716024755, -0.00013718596742469467, 0.1584442466363682, 0.014702698013008457, 0.15845695689099332, -0.1423377989114433, -0.0014185960073684449, -0.14219847612325304, -0.0014196748357529713, 0.1583187122580837, 0.00013825437925220582, -0.001419565102788714, 0.00013932277985386355, -0.15705310970762132, 0.15831988946163505, -0.001419673904156623, 8.325556702516874e-12, -0.15987769928064202, -0.1584579260615196, 0.014853673228853897, -0.15847181369476077, 0.15973838617068736, -8.467176911699721e-10, -8.324290051453201e-12, 0.15845814385595267, -0.00013825521605888018, -0.0014186055940069487, 0.00013933244977447245, -0.0014186064239266126, -0.0001371771525582937, 1.0684035032122897e-06, 0.1732989881920337, -0.014828342961061305, -0.016259667632618297, -1.3787554998434748e-05, 0.15845803411638323, 0.1731618021246625, 0.014826086830629595, -0.00013814632308456717, -0.014840954059268831, 0.014827264050574515, -0.15987664054863565, 0.0014175371836302368]
/medicine/disease/prevention_factors	[1.345904806940109e-05, 0.0019539420440222396, 1.2078122421725689e-05, -0.17945155458060197, 0.18143152539248142, 3.3630490892649167e-06, 0.00018296369239974105, 0.0019757504640822237, 0.018125427279501033, -0.17748134780928815, -0.018136593150691598, 0.17945534076587957, -0.0001994691190417163, 0.01812170987480381, 1.0811894137851464e-05, -0.0002002105584220127, 0.018118198015074853, -0.018147583254475467, -0.018122571793270176, -7.2564425860841525e-06, 0.00018658886271789437, 0.17944794717506396, 0.0019655012065512706, 0.001962752753984558, -0.16133846727256437, 0.001961361712666046, -0.17967695380520535, 0.00019394644702762945, -0.0001888936384392442, -1.520179443854376e-05, -0.17945120503082895, 4.575735882269084e-06, -0.00195634277199949, -0.17945668717838345, -0.00021209387827226072, -0.018131457184698357, -0.17966159020397543, 0.001971919210733057, -0.17946612510377208, -1.5166323367823356e-05, -0.00018591869435766523, 0.018149320956891906, 0.01812220277797293, 0.0019683638683587004, 0.18142132711568462, -0.00021240493143962318, -0.17966927102048463, -8.613035569653538e-06, 0.001976672945727164, -0.17965947905410912, 0.018137338611885226, 0.018133715644764386, 0.001962717333006108, -0.17945557294032863, 5.5797134553565e-06, 0.018316480538934247, -0.017952147669551177, 0.17944890593928717, 0.0001849714794113886, -2.7923437409470927e-06, -0.018121496280846208, -0.00019584263421638937, -3.0831114249132045e-06, 8.367829904704067e-06, 0.17946734038422735, -0.01813221366992833, 1.3504720096970411e-05, 0.1774896826187695, 0.16132374801669566, 0.1794765285172054, -0.001971201418867288, 0.00019658301839931426, -0.17944596800039603, 0.02010603548272146, 1.936665708500222e-06, 0.17964705435892916, -0.018135050791040424, -1.1838094308046506e-05, -0.1792775281769661, -0.18143967101172478, 0.1774907396564228, -0.1792650339081892, -0.00020718239714236233, -7.666802452670325e-07, -0.001956796019065495, -0.17946872103732062, 0.17928091220943274, 0.17925459988758158, 0.018143970371318492, -8.70453153546639e-06, 1.0812414197503824e-05, 6.72149068726202e-06, 8.821599477064549e-06, 0.01815174403701158, -0.0019575064897282696, 0.01833462960814812, 0.0019652049360149937, 0.018123469781710196, -0.1975821949156095, 0.1794503528472274]
