/base/fight/crime_type/includes_crimes	[0.1457002059486381, -0.13611636266616084, 0.027077979255791744, 0.005173557679865017, -0.12701110954435993, 0.14763532404731278, -0.05313898823976313, -0.02999066907301082, 0.15622266753565822, 0.05977151744908823, 0.13845211424329204, 0.12362926996427138, -0.08175566200702897, 0.05286201298827211, -0.04392440173826158, 0.11379881656700122, -0.09127447815126864, 0.08258847038060106, 0.12754068942380833, 0.00732343007532765, -0.06119780441363694, 0.08041164087116077, 0.06353072760504931, 0.08744798245846852, 0.09342651486877658, -0.020731085839750127, -0.13297180418240107, 0.040160635926044075, -0.08776892383829553, -0.08539858231162666, -0.13273786467982057, -0.030562782607633253, 0.0072300200395745045, 0.08444916296847192, -0.14127000246797633, 0.0757094488764525, -0.022605707077489507, 0.14471074121701522, -0.029663313863456955, -0.15092689024117945, 0.11123565701721054, 0.024833645022151914, -0.14125328928379224, -0.053532727465958774, 0.07091826223810378, 0.12309578208855522, 0.09842704867015133, 0.12157737519203812, -0.13972945647999938, 0.12571750689185157, -0.07107565986226366, 0.13451386750301628, -0.03284995029143417, -0.11471331044524617, -0.030304358819793247, -0.15470301455596247, -0.1495130084295723, -0.15023987125567614, 0.08308902846183223, -0.01742110895388938, -0.1498244282036282, -0.077962388476299, -0.11823514513268815, 0.013038826542110516, -0.09278537529668707, -0.1397396865419001, 0.15695699399205304, 0.08433429526265322, -0.05987001867459359, 0.14973501964832261, -0.06420482494077351, 0.12249716319036695, -0.0020022839055853173, 0.027361303588038774, -0.11478802452162427, -0.11620601263352938, 0.0041163045654545325, -0.15456635328032511, 0.11335172464763206, 0.12609931253418347, -0.09919888467847532, -0.14487278162103087, 0.12133255722868456, -0.051781592285557204, -0.09577444587631205, 0.04398487912134479, -0.150663967747633, -0.023742326493543586, -0.003467288333376166, 0.11516592105537908, 0.1120859895712995, 0.08464639317671593, -0.023491058126736828, 0.026495147656404237, 0.06604432929523123, -0.07933844728656708, -0.02531705902028211, 0.15814018446883146, 0.13042641564539112, 0.09784970618861329]
/location/administrative_division/first_level_division_of	[1.1269297860418008e-05, -6.039958563305177e-11, -0.01718015881895491, 1.1269297860464763e-05, -0.018665909927598843, -0.00011458061769270291, 0.0016104716662928011, 1.1179126416294837e-05, -0.0016115863017162624, 0.0014846210030078318, 0.20919719365707096, -0.00012472792434129644, 0.2104323659848374, -0.001622872674564131, -0.21216868028293354, -9.89680635066266e-08, 0.00012462896259663044, 9.976982771060596e-08, 0.00012585078409484702, 0.20907135023394519, 9.908772408876996e-08, 0.0014744735807742729, 5.986215913080743e-11, -0.0001258507237389638, 1.1171820128570753e-05, -0.018667033348093737, 0.22934885536805139, -0.19190244524896158, 0.0014744817325612637, -9.166634982207432e-08, -0.0014857436148185553, 0.0014845300113371627, 0.22922189006879057, -0.0013712628389000924, -0.19336574786669775, 0.01879166972579416, 1.1309023218008827e-06, 0.0016126092104762945, 0.0014845226560903752, -0.0016115863564032309, 0.00012585072314244143, 0.018665901824131064, 6.045302438834236e-11, 5.7711634943162015e-12, -0.20907145668374455, 0.0201516632012052, -0.018665810899227222, 0.00012584256036033317, 9.977609820854138e-08, 0.2104301212546707, 9.977555060155886e-08, 0.2090601784685036, 0.19350267867793686, 0.00012575175622778624, -1.1270847952443395e-05, 0.21055698752087956, -0.01865351782406556, 0.1933769269873912, 0.018664787193883797, -0.01716899591570182, -0.017180257912953655, -8.905280219636935e-09, -0.21044250525473113, 0.1917654316105732, -0.020162924456003106, -4.8856954749485524e-14, 1.1270106496364362e-05, 1.1162974699745353e-05, 0.19189118324648632, 1.1234803519351814e-06, 0.0014846208821984567, -1.1262003072323676e-05, -0.01880303076246104, 0.01866468890219541, 0.020151654289601417, -0.020151662452383524, -1.1270166406796034e-05, -0.017180265207747875, 0.21068284492871245, -0.23083460715197138, 0.018781514937362444, 0.2119057248691823, 0.20907246493036893, -0.001474473514549559, 1.0237110719367524e-06, 0.01866601779925617, -0.018665910669554874, 0.01716890497866516, -0.1920068866629797, -1.1262003028621246e-05, 0.21043125135513208, -0.0016228645710913267, -0.00011345719660275775, 0.0014868575751118248, 1.1278208873685703e-05, -0.01854005184815741, -0.0014868664199914887, -0.001610570694165449, 0.00012585071787067084, -4.8856954749485524e-14]
/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal	[0.18241814308220142, 0.016795183447567995, 0.1824301224906562, 0.1840929936466751, 1.0803088895665819e-05, 1.197933226278965e-05, -8.306413468790988e-11, 6.654592545953681e-13, -0.0016641544225979327, 0.18409312039909392, 0.18409298363236726, -0.18243023922943843, -0.18228946696716336, 1.0796953637327022e-08, -0.0015224484791029295, -0.018329612269727284, 0.02013326656035681, 0.018458405124350673, 0.018316467262217036, -9.937519238064364e-09, -1.1978541935258499e-05, -0.0016631047864953477, 0.00014183183656236442, 0.0016631148754579197, 0.1822894659549629, -0.18242999565516022, 0.1824301224912528, 7.606032591150413e-11, -0.0015103431016580816, -0.00014066632732449933, -0.00014077405784905736, -0.0001406465214541692, 0.02011046411338146, -0.018329612186718948, 0.1807802901720115, 0.0016629889824594317, 0.018458299098785973, 0.0016521840993272206, 0.18244210182291837, -0.18408113105320173, 0.00014065645890458481, 0.18257089639499724, 7.016305378551036e-12, -1.1989338882404478e-05, 9.937513303697381e-09, 1.17460123223225e-06, 0.018317622923820928, 1.167388451912638e-07, -0.18242893786816858, -0.018599073232016823, -0.018459463768772697, -0.018470269435957466, 0.0001526259297701048, 0.18243024909851083, -0.18243000466414694, -1.1970330224078836e-05, -0.18062765258592917, 0.016795291176761595, -0.18090661614983924, -0.1807672520418876, 0.18422167148056728, -0.0017916740996043404, -0.018598829595648445, 1.1655300925876922e-06, -0.0185989455580052, 7.60532472041301e-11, 0.0001275015138752011, 0.018470268576592504, -0.0015343110787259717, -0.00014065637597267713, 1.3047992255934396e-05, 0.0016510087140500379, 0.00014078306610030102, -0.018316457317090903, 0.0001406464453309957, 1.0803940038144227e-05, -0.018459454691346907, -0.18077910384529886, 0.0001418219059894042, -0.1825707787980492, -0.016795310982694812, 0.18243012233781428, -0.00014065639046306457, -0.02012010261402241, 7.342817085494423e-13, -0.18241931845999684, 1.1980267750972842e-05, 0.0016631040018537807, -0.1825707796636891, 0.18244326734598235, -0.018458171486996248, -0.18227736981540762, -0.16381802113500935, -0.0016631147994664668, -0.018445134306178366, 0.001522341594699869, -1.197940765053709e-05, -0.1824312979511829, 0.02012245267650329, -0.0016510094220351587]
/base/schemastaging/tv_program_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/language	[1.0395899818021366e-05, 0.0017202238925202757, -0.00020109524714421607, -0.1738388863762961, 6.491146602061018e-06, 0.1736478825870239, 0.17575626583426948, -0.17367374465697188, 0.1738611537003411, -0.1740364097431709, -0.0019268260372966876, -0.174042213279481, -1.5738662321320412e-05, -0.17385464665842437, 0.0019041102167865888, 0.018030344591564617, -1.5317457596917555e-05, -0.0019286601312427537, 0.00018391511614266443, 0.0019330588753405267, -0.1558319386373901, -0.0001811474768140458, -0.19206192371227646, -0.01801411896884122, 0.01803096616185181, 0.17193161998615958, -0.17385789662488838, -0.0019169582204710098, -0.018206002793039154, -0.0017356766064951133, -0.0019071073972948649, 0.17384045989810523, 0.00019270887858009324, 0.018004431498420063, 2.4306396398455095e-06, -0.0021038458695567656, -0.00019542924042047005, 0.17578578940584602, -0.0019168155230548524, -0.17385060413789905, -0.17578170343199132, 0.15581885119771213, 0.17403601614097108, -0.00019047305179660434, 0.001906484913884745, -0.00018075299995152009, 0.17364173320162718, -1.2991800690608786e-05, -1.5252013367635938e-05, -3.855847531362046e-06, -0.00019927257073877244, 1.4081174331208489e-05, 0.1736546338968685, 0.00018247052369854986, -0.018015181309875398, 0.018006884042820654, 0.018026731589684625, -0.018028449121614876, -0.018010558101191163, -0.17384476198433133, 0.1918800788913919, 1.1873744592819484e-05, 0.0019140254358386776, 0.1558336674688623, 3.6408620239060205e-06, -9.045634929967002e-06, 0.00020177475821725035, 0.018026475119166177, 0.17575646471185807, -0.00018480016358644045, -4.170650939922778e-06, -0.1738351991801222, -0.018015640087053173, -0.0019090908056417135, 1.032486259513132e-05, 0.018020469751716346, 0.0019070237055481267, 1.0611305955392635e-05, 0.17384989702140036, -0.01800326795936107, -0.17385505753972771, 0.1738623407004807, 4.722813372545157e-06, -0.1738346317948386, 0.018008975366188243, -8.098701623016982e-06, 0.1738586957238303, -0.0019277367514810068, -1.4847632216972286e-05, 3.603964583824812e-07, 0.17385378599634588, 0.0019352385541867908, -0.17192053754935455, 0.01801396973720093, -0.018033099993200193, 0.17384675087337437, -3.525620255810681e-06, 0.017829771332008925, -0.0001990065514939898, 1.0308196492179192e-05]
/royalty/noble_title/used_in./royalty/system_title_relationship/system	[-0.13328026086571104, -0.07010753945378316, -0.033842941936353954, 0.035645968160438295, 0.02735807914948849, -0.02098820844641529, -0.10254900862782212, -0.08638236053666644, -0.02046590744579236, -0.07757084000528154, -0.0665320316143857, -0.04972538777578095, 0.1289951956043696, 0.06409281011363323, 0.15937416146229733, 0.047114061728153654, -0.11981341706664396, 0.14573172022845715, 0.008836233202512787, -0.14380117205357082, -0.09982200563813813, -0.09547620982573612, 0.03338332562996354, -0.0788706081980864, 0.12307479609602438, -0.04771052848856906, -0.09719485207829989, 0.10166687176286751, 0.12583387604942028, 0.09235150728769807, 0.10120993168235225, 0.12467629434979521, -0.14077500988711183, 0.0590260117615148, -0.13299754225861882, 0.11055977588059245, 0.16487073403180585, 0.03367332752128895, -0.14258286672554063, 0.06427578999122621, 0.0031925204823792484, -0.10990505673734993, 0.03408627123922616, -0.05696950213978968, 0.012894938787543369, -0.09663291618301835, 0.16461837543608954, 0.10530332960976357, 0.05333709165436588, 0.014560020438718521, -0.10642206446155213, -0.14649252123763512, 0.1521517610529653, 0.13183323728162336, 0.15670759047387858, -0.10552658967543052, -0.08440080334328505, -0.12259724968959995, -0.006552761363662893, 0.1443016005210864, 0.09287333368084733, 0.04203297878693117, -0.038712331286578035, 0.0378462463039828, 0.14536385434372, 0.13581929750755642, -0.06676863475761638, 0.09713467294543097, -0.12548271363328284, 0.07888485443903427, -0.05594486844654932, 0.15688832277116846, 0.08382807656495316, -0.14171558532451656, 0.09825543271714307, 0.12322632824310105, 0.10961804586829399, -0.06434226848608694, -0.014713242679288157, -0.08668132278635025, 0.08442296119660957, 0.010656447221551433, 0.16245728013370694, -0.046362624909797624, -0.1284274834626338, -0.01301996739271061, 0.09247389350672465, 0.11732624911269726, 0.06792016206282658, -0.0524899629299654, 0.1490989289254128, 0.10092868325288717, -0.1141305990949747, 0.13704777902019039, 0.0532990008208895, -0.12421844599937172, -0.13406293248040616, 0.018554889358738367, 0.04304900009708178, 0.14665819245654757]
/music/genre/parent_genre	[0.0014846574966821196, 1.4444881162441735e-05, 1.4662379456528264e-06, -0.19395621732452675, -0.0014846576166210228, -0.0014846576154760485, -1.2100899107630585e-11, 0.2093830810874922, -0.016913141791369785, -0.19247157494771264, 0.001484672856179646, -0.0001799039461468195, 0.015428329868946865, 0.015277300084802324, -0.01541387107199107, -1.4444879194945812e-05, -0.1755586029547268, 0.016927432256950162, 0.20938471685892976, 0.00016695590328117294, -0.20937159927047994, 0.015428329855866887, -0.00015101443760220985, -1.4460239663527123e-05, -1.3894736709738442e-07, 1.577193203847784e-05, -1.1993021678466396e-10, -0.19247157664327927, 0.00015118397116763778, -0.0014702280949553594, -1.5927561994587303e-05, -1.557497225035896e-07, -0.1755585877028948, -0.016927447603424572, 0.0014846576174355418, -0.0014846577363866905, -0.017078475944727164, 0.0014861391054209955, -0.19247303974295843, -0.17572554204167593, 0.00017976498569097227, 1.5575069364405455e-07, -0.0014846577374503143, 1.467562027692458e-06, -0.19397215891006972, 0.1924715750553752, -0.0014845047533616471, 0.190987056398306, -0.01689855808375888, 0.01691150745052394, -0.01691298760436969, -0.1939562173245261, -0.001470212735375596, -0.00016695602215659105, -0.016912987483533957, -0.0014861390952717797, -0.19247155982784397, -1.4443436412839115e-05, -0.017078614761117335, 0.016747514382892476, 0.016927586551780248, -0.016747528311790286, 0.19245712874361465, -1.542947471532182e-07, -1.4815976011574827e-06, 0.0014991009210020088, -1.4814889651844273e-06, -0.01707846213657408, -0.17704324374379649, -0.17572390638885751, -0.19394177257737175, -1.443680348055532e-09, -1.4290452408652779e-05, -1.3272916340379188e-06, 0.20938308119318072, -0.19247142088046884, 1.4813569254676584e-06, -0.19394163217396726, -0.01709275249351762, 0.17554414149871375, 0.01691314034866998, 0.0014861390942840999, -1.5286325938640915e-07, -0.19395623256425862, -0.01689854284395205, -0.00015102834031409897, -0.01839762829771096, 0.017076980671012727, -0.1924730565453211, -0.01544278998696876, -0.0014846576033670721, 0.19230625471025473, -0.0015005824097933595, 1.30893374845685e-11, -0.19263853109069698, 0.0014848273908716497, 0.0001654591847493402, 8.297441911190694e-14, 1.4446204006254302e-05, -0.0014846408122166207]
/education/fraternity_sorority/colleges_and_universities	[0.01762714810657371, 2.1241996961920833e-10, -2.090346648804761e-05, 0.017627148088455585, 0.18418480585912372, -0.18418291586972, -0.18438712363546317, 0.017827770315876554, 0.017648051364439404, -0.18418480809543372, 0.00020231573251412298, -0.18418672060087915, -2.0268786589591316e-07, 0.18232769351596234, 2.088434072179001e-05, 0.01762714810657236, -2.0922379501721068e-05, -0.18438752502184996, -1.900723102818815e-05, -0.002264039253408441, -1.974996966479283e-11, 1.8700928959130548e-08, 0.01762714811053706, 0.0022640394658114504, -0.18438734302061777, 0.01764807025571993, 0.20201427374796138, -0.017422737654779218, 1.8751236703862959e-06, 0.01760622594345531, -2.277835783949568e-05, 0.017648049356683276, -1.896021045052278e-06, -0.017627146104915167, -0.00020251664925829057, 0.002243135999674349, -0.0002044104557588657, 0.00020251846038129561, -0.1844082275536584, 0.01782777053010742, 2.0098428819054094e-11, 0.18458794652700863, -0.0022429350830960285, 0.017648049378582047, 0.00020441245758315424, -0.00020273584157980278, 0.01764805338616508, 1.7934284981018717e-11, 0.01762734680872406, 0.1843873242997705, -0.18418502749835677, -1.870092768992202e-08, 0.18438712359579476, 0.0022431359795733103, 0.002264039233644019, 0.18459173677529045, 0.16676019491189675, -0.0022642210445217473, -1.9129283012213716e-06, -2.1103960025532382e-05, -0.0022642397452994965, 0.2020125764075331, -0.017648032449277186, 0.1843875270276387, 0.002264041257351264, 0.1665576597942097, -2.2797273000669968e-05, 2.0884320788900785e-05, 0.18665136359299866, 0.18438752502381475, -0.0022659332706632114, 0.00020251643650683236, 0.0002006226321586916, -1.8942295052388214e-06, 0.00020439154041270425, -0.01782986503497151, 0.00020249752547621533, -0.1821442072333791, 0.0024646596912385886, 2.027099147092888e-07, 0.017827770317690058, -0.18438541138942166, -0.18438730540634118, -1.8940172691304342e-06, 0.002241060404177631, 0.0002025184424470311, -0.00020441066617907445, -1.889128180397043e-08, -0.017646138432174836, 0.00020231573253095024, -0.01742652570873385, 0.1843873054065094, 0.017627148106572576, 0.18440802684953256, -0.017829662543420624, -0.18438712359579587, -0.18458964005238565, 1.8751039059742663e-06, 1.8893262321994006e-08, -0.20201447244816015]
/sports/pro_athlete/teams./ice_hockey/hockey_roster_position/position	[-0.15191027329965143, 0.00970219573095549, 0.1781014573529142, -0.16021836627272312, 0.15188150731004568, 0.15752888306989607, 0.011734048054473645, 0.16569238922739116, 0.16559443825650663, 0.15508988892376363, 0.1756777016511441, -0.004748716941109812, 0.005357021478046518, -0.00561788234117856, 0.010503365823534694, -0.1546396536384064, -0.0034476780786066702, 0.15148966035998823, 0.006443648443798995, -0.010543246707525733, -0.0021436518122016236, 0.009454106361428731, 0.010103804004688357, -0.1713410642467774, -0.008477723404665778, -0.012557203068189766, -0.16892253035117916, -0.005135096499299437, -0.013321698272444714, 0.012177735341994489, -1.1224356368274222e-05, -0.008231196671440955, -0.008784975800349646, 0.011131010574665692, 0.17647188643952688, -0.006300055889617451, -0.003806431565526661, -0.008633777034219497, 0.007798543637629887, -0.007757415509157946, 0.013520233981850678, -0.004963309964130644, -0.17414869174377842, 0.006414945339811898, -0.0029001483883972883, -0.1527263918679746, 0.008121881533558877, -0.00919170864967267, 0.15815527388549924, -0.1655185168006124, -0.004150812868395294, -0.005270301567829269, -0.17514883178239332, 0.00380994535395919, 0.17026092085036754, 0.012140053824942917, 0.007383974331354985, -0.011073417249312321, 0.1582323616377797, 0.01273282040499494, -0.16170653860529283, 0.0053401802370015225, 0.010191448845094634, 0.16758499608641628, -0.004569085578681163, 0.008404468784207173, -0.0016210604179090432, -0.0013445636317445005, -0.17471273611166757, 0.013080386638792865, 0.006370519557551214, 0.0011448171655948154, 0.15595189726892095, -0.009763649969178625, -0.004786221289372827, -0.1757505656092068, 0.17371003959993145, -0.16477359300906796, 0.17068354817144796, 0.004296360682467749, -0.006020688967687787, 0.17828235328168657, -5.83235500445656e-05, -0.009476166776072149, -0.008160060836658769, -0.0021734431445117443, -0.011032978084859788, 0.1771952035184381, -0.16653425818646567, 0.16520235725325066, -0.009757456419786193, -0.009642557144187831, -0.17406009207151282, 0.16022839478475903, -0.004633852945930344, 6.779616005865303e-05, 0.013081609774090177, 0.0057813742530076154, 0.17447068353304118, 0.0007004166783908225]
/cvg/computer_videogame/cvg_genre	[-0.00020278062364077585, -0.23400434908838547, 0.028141901975942272, -6.34344859805906e-05, 1.2629113453105518e-05, 0.028238654653345362, -0.028368480306463294, 0.23438160151243126, 5.719560518767571e-05, 0.0033356851365184195, -0.00024342519863288544, -0.003724488439656662, -0.0032877927933512505, 0.02795674602974637, -1.8076054902281863e-05, -0.00028246592445624536, -0.00017928384294865255, -0.00025631228220173374, -6.645431579307055e-05, -0.028446849946558838, 0.00021408265621805886, 9.653058830718056e-05, 0.00024339640941157772, 7.895184547297362e-05, -0.00026821711863900477, 0.0282572089630632, 0.027990210447297766, 0.2341089993619154, 0.0034109359857285295, 0.23404349137621952, 0.00021265852647061036, 0.003277696630570352, -0.028142616182007325, 0.00020113271738000013, -0.233999228019568, -0.0001410283328452962, 0.0037040523713488096, -0.00019879467950312436, 0.00010525922906392962, 0.00024149953444913404, -0.23416032231453168, 0.028321341075364694, -0.0002496596406152134, -0.00013349986292175153, -6.663038839884441e-05, 0.02808263782373107, -0.00013741450337549047, 7.134387807578036e-05, -0.2340032157575086, -0.0035962359913506957, 4.319645387321868e-05, -0.00020503341087946318, 0.00022885378253449301, -9.817503906961689e-05, -0.23395163191460722, -0.23394054230848096, 0.0034534975814533775, -0.028403560346194966, 0.0033663809725871115, -0.02839227912471091, -0.0002692327234922415, -0.23402625022198892, 0.00011547812582787742, -0.00015864818366199515, 0.23418568010806115, -0.02805851991140082, 0.0001756269395483547, -7.580287703064447e-05, -0.233948513485567, -0.0036772963474452506, 0.00011545966411564306, 0.23408135164320956, 0.0001749324688425466, 0.00011139062803771934, -4.391669015929404e-05, -9.66628099689464e-05, 0.00018345583045913978, 0.003485662422531673, -9.909251892541705e-05, 0.027903281333045538, -0.0001292749100973047, 4.939420140946021e-05, 0.23435540145412498, -0.23416723278402152, 0.000285636166881122, 0.0036382274231586353, 0.0002736127223422392, -0.0032722640549122514, -0.0033595715920158296, -0.02844633248429192, 0.02805973869126494, -0.23411000336236115, 0.0037804775662395314, -0.0035333137302605813, 0.0002223832755893635, 0.028130106765119026, 0.0002710042785186067, -0.23400506553437767, 0.23397604771273342, 0.00016160559459650452]
/tv/tv_character/appeared_in_tv_program./tv/regular_tv_appearance/special_performance_type	[-9.088396334676364e-05, -0.1477799369475628, -0.015602802370139042, 0.16334558413429107, 0.015530088341571883, 0.16342212206952048, -0.16338433388380702, 0.16167715960848755, 6.0835964944715016e-05, 0.0017431724558083573, 0.0017067492985333279, -0.00010279810434066628, 7.636033600305574e-05, 0.015490269500079893, 0.00013512038287921522, 0.01552797398244002, -0.013961487063766955, -0.015491919946863395, 9.270301120748135e-05, -3.037239340543853e-05, -0.0017110737544104707, -0.16165423658634198, -6.481076703902804e-05, -0.16353360429467365, 0.015473352305386254, 0.015468385814892792, -0.16175040459847406, -0.16187350450694749, 4.9843290487865496e-05, -9.543819258209195e-05, 0.16345708285667002, 0.16346201065707006, 0.1635259527844991, -0.16181821312912523, -0.015487046022531495, 2.8183884211924376e-05, 0.16331273426946727, -0.1632988459923365, 0.015558098253597382, -0.1618495367930448, 0.163357916700912, -0.015573035967066167, -0.16333730523415146, 0.1633347572274068, 0.16334206168744703, -5.150203962249925e-05, -0.014008786841143185, -1.2984279196766126e-05, 0.16180207082582862, 0.00012611713006256908, 0.00010765704558751825, -0.01554865366546257, -9.155757178094197e-06, 0.00010516557915809868, 0.16337760246864969, -0.16329795364526753, 0.16329621098195207, -0.0016441892579047857, -0.1494010424164217, 0.16330682187775264, -3.7642012100102803e-06, -0.16168739353232076, -0.01554440071874968, 0.015472541540057646, -8.605539437422733e-05, -0.015472668346900286, 0.16342909629229813, 0.01549357438629941, -0.015560200953949327, 0.00012124573157750471, 0.16337480353367123, 0.015518890156150964, 9.989880362770133e-05, -0.015613436610894253, -6.670240468283049e-05, -8.742977173918518e-06, -0.0016584716255270396, -0.001544632557496458, -0.16180363538595582, 0.1633597369877722, -0.16182311673096006, 5.697436495325797e-05, -4.369921940758766e-05, 9.164201434763516e-05, -0.00012047209592250325, -0.1617831043839559, -0.0016825288149916774, -0.16344474780491686, -0.00013696230507646907, 0.1478885309412462, -0.015510850241056955, 1.240308206358719e-05, 7.185850856515654e-05, -0.1635474748209278, 0.015742711911648007, -0.1617176985424818, 0.16329619611971247, -0.01546889263881286, 0.015630820613009733, 0.015497941473353776]
